stim_id,text,style,baseline
72,@Delta.  Are you kidding?  Delayed from 7:30pm to 11:00 - only to cancel it because the pilot is overtime.,Impolite,"{""id"": ""cmpl-68YnoWEs2couhbURk3jdw5tH6Mbvw"", ""object"": ""text_completion"", ""created"": 1667498424, ""model"": ""text-davinci-002"", ""choices"": [{""text"": ""\n\nImpolite"", ""index"": 0, ""logprobs"": {""tokens"": [""\n"", ""\n"", ""Imp"", ""ol"", ""ite"", ""<|endoftext|>"", ""Q"", "":""], ""token_logprobs"": [-0.54055655, -0.00379354, -0.44133875, -8.5358415e-06, -1.1430258e-06, -0.011608992, -1.6142509, -1.9741461e-05], ""top_logprobs"": [{""\n"": -0.54055655, "" Pol"": -4.1699767, ""Imp"": -3.4371228, "" imp"": -4.507713, "" Imp"": -1.075833}, {""This"": -9.819202, ""\n"": -0.00379354, ""Imp"": -5.7124257, ""The"": -8.24684, ""Pol"": -10.418119}, {""imp"": -4.6534395, ""This"": -3.3128035, ""Imp"": -0.44133875, ""The"": -1.2089685, ""Pol"": -5.1701913}, {"" ol"": -16.746044, ""ol"": -8.5358415e-06, ""<|endoftext|>"": -11.962303, ""olit"": -13.232062, ""o"": -15.30628}, {""ites"": -17.34177, ""itely"": -19.216412, ""<|endoftext|>"": -13.594094, ""ita"": -18.98105, ""ite"": -1.1430258e-06}, {""."": -4.4692397, ""\n"": -11.429755, "":"": -11.859249, ""<|endoftext|>"": -0.011608992, "" -"": -12.6255865}, {""\"""": -3.718869, ""\n"": -2.3861382, ""#"": -2.844732, ""Q"": -1.6142509, ""\n\n"": -3.9180427}, {""+"": -14.108671, "" :"": -14.003518, ""."": -12.900969, ""1"": -14.169701, "":"": -1.9741461e-05}], ""text_offset"": [184, 185, 186, 189, 191, 194, 194, 194]}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 55, ""completion_tokens"": 5, ""total_tokens"": 60}}"
73,"How about this for a novel solution?  The next time a banned editor posts something to your page, why not delete it yourself with an edit summary of ""Sorry, I'm topic-banned from discussing this""?",Impolite,"{""id"": ""cmpl-68Yo01XMjdYsK6zq7D0HqrbxtDs0E"", ""object"": ""text_completion"", ""created"": 1667498436, ""model"": ""text-davinci-002"", ""choices"": [{""text"": "" Polite"", ""index"": 0, ""logprobs"": {""tokens"": ["" Pol"", ""ite"", ""<|endoftext|>"", ""\n"", ""\n"", ""The"", "" Canadian"", "" Press""], ""token_logprobs"": [-0.6261041, -6.635395e-05, -0.0020872818, -2.369977, -0.9096862, -2.9212182, -2.8850358, -0.0017234168], ""top_logprobs"": [{""\n"": -0.9891519, "" Pol"": -0.6261041, "" polite"": -3.7007656, "" This"": -4.0615044, ""Pol"": -4.075605}, {""ITE"": -13.30199, ""itely"": -11.971195, ""<|endoftext|>"": -9.885894, ""ite"": -6.635395e-05, ""i"": -13.393722}, {""."": -6.3791842, ""\n"": -9.25413, "" "": -9.105337, ""<|endoftext|>"": -0.0020872818, ""\n\n"": -10.582483}, {""\"""": -3.7778172, ""\n"": -2.369977, ""#"": -3.2345095, ""The"": -3.646895, ""Q"": -2.3830385}, {""import"": -3.9398925, ""\n"": -0.9096862, ""#"": -2.6430035, ""%"": -3.0068164, ""\\"": -1.204032}, {""\"""": -3.853348, ""A"": -3.4689045, ""The"": -2.9212182, ""("": -3.6369116, ""In"": -4.1573195}, {"" following"": -3.285893, "" product"": -4.909389, "" National"": -5.208311, "" Canadian"": -2.8850358, "" first"": -5.0000644}, {"" government"": -9.969943, ""Press"": -10.1490345, "" Broadcasting"": -10.060971, "" Press"": -0.0017234168, "" Association"": -9.59158}], ""text_offset"": [274, 278, 281, 281, 281, 281, 281, 281]}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 68, ""completion_tokens"": 2, ""total_tokens"": 70}}"
74,"Apparently, you correctly answered your own question: The watch window gets the value of a variable by calling its `ToString` method. So, what's your *actual* question?",Impolite,"{""id"": ""cmpl-68YoCjT3MW1GSaDnUKp9wb4ypyGt7"", ""object"": ""text_completion"", ""created"": 1667498448, ""model"": ""text-davinci-002"", ""choices"": [{""text"": ""\n\nImpolite"", ""index"": 0, ""logprobs"": {""tokens"": [""\n"", ""\n"", ""Imp"", ""ol"", ""ite"", ""<|endoftext|>"", ""Q"", "":""], ""token_logprobs"": [-0.700509, -0.02841465, -0.352353, -2.462996e-05, -1.7400124e-06, -0.013348856, -1.5621173, -4.0603925e-05], ""top_logprobs"": [{""\n"": -0.700509, "" Pol"": -3.1240435, ""Imp"": -3.3548152, "" imp"": -4.6112237, "" Imp"": -0.94609725}, {""This"": -8.093878, ""\n"": -0.02841465, ""Imp"": -3.6600866, ""The"": -7.461055, ""Pol"": -7.350904}, {""imp"": -5.589799, ""This"": -2.9707441, ""Imp"": -0.352353, ""The"": -1.5529832, ""Pol"": -3.970852}, {"" ol"": -15.722779, ""ol"": -2.462996e-05, ""<|endoftext|>"": -11.045857, ""olit"": -11.859742, ""o"": -14.229136}, {""ITE"": -17.063522, ""ites"": -16.059225, ""itely"": -18.172085, ""<|endoftext|>"": -13.309697, ""ite"": -1.7400124e-06}, {""."": -4.335845, ""\n"": -10.579735, "":"": -11.01804, ""<|endoftext|>"": -0.013348856, "" -"": -11.654608}, {""\t"": -3.853028, ""\n"": -2.0810554, ""#"": -2.2103279, ""Q"": -1.5621173, ""\\"": -3.6363862}, {""."": -12.600795, ""1"": -12.827691, "":"": -4.0603925e-05, ""R"": -13.1142, ""T"": -13.121875}], ""text_offset"": [246, 247, 248, 251, 253, 256, 256, 256]}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 61, ""completion_tokens"": 5, ""total_tokens"": 66}}"
75,I based my sentence on the citation. Are you saying the citation is wrong?,Impolite,"{""id"": ""cmpl-68YoOaVMhhmwxplcBEPb1wj4atrtW"", ""object"": ""text_completion"", ""created"": 1667498460, ""model"": ""text-davinci-002"", ""choices"": [{""text"": "" Polite"", ""index"": 0, ""logprobs"": {""tokens"": ["" Pol"", ""ite"", ""<|endoftext|>"", ""\n"", ""\\"", ""document"", ""class"", ""[""], ""token_logprobs"": [-0.6003435, -6.087316e-05, -0.003754831, -2.4945047, -0.7918498, -0.038975637, -0.07831226, -0.17239796], ""top_logprobs"": [{""\n"": -1.0349729, "" Pol"": -0.6003435, "" polite"": -3.7596064, ""Pol"": -4.3715854, "" Imp"": -3.2430618}, {""ITE"": -11.810866, ""itely"": -11.237646, ""<|endoftext|>"": -10.428885, ""ite"": -6.087316e-05, ""i"": -13.0181055}, {""."": -5.739951, ""\n"": -8.840479, "" "": -8.944953, ""<|endoftext|>"": -0.003754831, ""\n\n"": -10.30166}, {""\"""": -3.524678, ""\n"": -2.4945047, ""#"": -2.848765, ""The"": -3.528852, ""Q"": -2.504546}, {""%%"": -3.3358512, ""\n"": -1.6449829, ""#"": -2.8416417, ""%"": -2.6865113, ""\\"": -0.7918498}, {""Requ"": -4.932945, ""document"": -0.038975637, ""begin"": -5.6216125, ""new"": -4.6761937, ""def"": -5.0681567}, {"" class"": -8.887402, "" style"": -9.624988, ""class"": -0.07831226, ""style"": -2.5932677, ""Class"": -11.10061}, {"" {"": -7.859812, ""[]"": -5.664563, ""["": -0.17239796, "" ["": -5.3145847, ""{"": -1.9074396}], ""text_offset"": [152, 156, 159, 159, 159, 159, 159, 159]}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 40, ""completion_tokens"": 2, ""total_tokens"": 42}}"
77,"Doing a redundant `atoi` after you just did `strtol` is probably the most twisted insult to the proper use of string-to-int conversion functions in C one can come up with. Why do you see the need to ""re-convert"" the value using the broken function `atoi` when you already have it as `val` from a proper function `strtol`? ",Impolite,"{""id"": ""cmpl-68YoalNkPEx3hZ5RVsmewNhO1do0m"", ""object"": ""text_completion"", ""created"": 1667498472, ""model"": ""text-davinci-002"", ""choices"": [{""text"": ""\n\nImpolite"", ""index"": 0, ""logprobs"": {""tokens"": [""\n"", ""\n"", ""Imp"", ""ol"", ""ite"", ""<|endoftext|>"", ""Q"", "":""], ""token_logprobs"": [-0.435248, -0.060234528, -0.13464361, -9.606849e-06, -1.5006569e-06, -0.018805476, -1.6300229, -0.008071508], ""top_logprobs"": [{""\n"": -0.435248, "" Imp"": -1.3913922, ""Imp"": -3.4948318, "" Pol"": -3.745604, "" "": -4.0710735}, {""\n"": -0.060234528, ""Imp"": -2.88781, ""Pol"": -7.4596844, ""The"": -7.704305, "" Imp"": -8.059689}, {""Imp"": -0.13464361, ""The"": -2.820118, ""This"": -3.072239, ""Pol"": -4.706767, ""imp"": -5.489464}, {""ol"": -9.606849e-06, ""olit"": -12.113046, ""<|endoftext|>"": -12.585629, ""o"": -15.43643, "" ol"": -16.225084}, {""ite"": -1.5006569e-06, ""<|endoftext|>"": -13.736518, ""ites"": -15.190088, ""ITE"": -16.303259, ""itely"": -16.658377}, {""<|endoftext|>"": -0.018805476, ""."": -3.993022, ""\n"": -10.330168, "":"": -10.764686, ""\n\n"": -11.900647}, {""Q"": -1.6300229, ""\n"": -1.9714617, ""#"": -2.014014, ""\\"": -2.969234, ""%"": -3.952806}, {"":"": -0.008071508, ""t"": -6.1855435, ""A"": -7.42356, "" :"": -7.949375, ""1"": -8.077704}], ""text_offset"": [400, 401, 402, 405, 407, 410, 410, 410]}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 109, ""completion_tokens"": 5, ""total_tokens"": 114}}"
78,What is the actual question? And have you considered using punctuation?,Impolite,"{""id"": ""cmpl-68YopqOEosSKjKHONwXBISXIjrYhP"", ""object"": ""text_completion"", ""created"": 1667498487, ""model"": ""text-davinci-002"", ""choices"": [{""text"": ""\n\nImpolite"", ""index"": 0, ""logprobs"": {""tokens"": [""\n"", ""\n"", ""Imp"", ""ol"", ""ite"", ""<|endoftext|>"", ""Q"", "":""], ""token_logprobs"": [-0.44927537, -0.012104125, -0.5765442, -1.0444119e-05, -7.584048e-06, -0.020941112, -1.6037598, -1.8841804e-07], ""top_logprobs"": [{""\n"": -0.44927537, "" Pol"": -2.039989, ""Imp"": -4.2874007, "" imp"": -5.1006556, "" Imp"": -1.6705955}, {""\n"": -0.012104125, ""Imp"": -4.8390074, ""Pol"": -6.2459984, ""The"": -6.973688, ""This"": -7.8929224}, {""Imp"": -0.5765442, ""The"": -1.3435616, ""This"": -2.364945, ""Pol"": -2.8269417, ""imp"": -5.1743126}, {""ol"": -1.0444119e-05, ""<|endoftext|>"": -11.941206, ""olit"": -12.6241045, ""o"": -14.477489, "" ol"": -16.7902}, {""ite"": -7.584048e-06, ""<|endoftext|>"": -11.779294, ""ITE"": -18.200777, ""ites"": -18.965918, ""itic"": -18.997967}, {""<|endoftext|>"": -0.020941112, ""."": -3.8872921, "":"": -10.1319275, "" -"": -10.728584, ""\n"": -10.739881}, {""Q"": -1.6037598, ""\n"": -2.3757505, ""#"": -2.4509132, ""\"""": -3.7326024, ""\n\n"": -3.9820065}, {"":"": -1.8841804e-07, "":\\"": -17.455536, "":'"": -17.5008, "" :"": -17.636463, "":-"": -17.67997}], ""text_offset"": [149, 150, 151, 154, 156, 159, 159, 159]}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 38, ""completion_tokens"": 5, ""total_tokens"": 43}}"
79,@AaronGoodwin your just a big kid at heart arnt you sweetie pie,Impolite,"{""id"": ""cmpl-68Yp0MVOCFTm6EpYcrQWIKemaWwV3"", ""object"": ""text_completion"", ""created"": 1667498498, ""model"": ""text-davinci-002"", ""choices"": [{""text"": ""\n\nImpolite"", ""index"": 0, ""logprobs"": {""tokens"": [""\n"", ""\n"", ""Imp"", ""ol"", ""ite"", ""<|endoftext|>"", ""Q"", "":""], ""token_logprobs"": [-0.65198207, -0.0032644102, -0.19665386, -1.7595703e-05, -2.462996e-05, -0.008149326, -1.9971737, -5.944078e-05], ""top_logprobs"": [{""\n"": -0.65198207, "" Imp"": -1.0376023, "" Pol"": -3.1791732, ""Imp"": -3.314178, "" imp"": -3.6083715}, {""\n"": -0.0032644102, ""Imp"": -5.8100104, ""Pol"": -9.879102, ""The"": -10.292231, "" Imp"": -10.360258}, {""Imp"": -0.19665386, ""The"": -2.5607285, ""This"": -2.8132138, ""Pol"": -4.079413, ""imp"": -4.188336}, {""ol"": -1.7595703e-05, ""<|endoftext|>"": -11.235189, ""olit"": -12.629719, ""o"": -14.213198, "" ol"": -16.284124}, {""ite"": -2.462996e-05, ""<|endoftext|>"": -10.607419, ""ITE"": -17.642012, ""ites"": -18.040491, ""itely"": -19.189674}, {""<|endoftext|>"": -0.008149326, ""."": -4.830351, "" because"": -11.689644, ""\n"": -11.725176, "" -"": -11.766559}, {""Q"": -1.9971737, ""\n"": -2.4820151, ""#"": -2.5041065, ""/*"": -3.7590714, ""\"""": -3.8412375}, {"":"": -5.944078e-05, ""."": -12.157156, ""Unit"": -12.68781, ""1"": -12.744742, "" :"": -12.838385}], ""text_offset"": [141, 142, 143, 146, 148, 151, 151, 151]}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 41, ""completion_tokens"": 5, ""total_tokens"": 46}}"
80,ughh they need to hurry up im hungry and I got a headache!,Impolite,"{""id"": ""cmpl-68YpBkZFxSgwuuQKcH6Ct7xHxBIgb"", ""object"": ""text_completion"", ""created"": 1667498509, ""model"": ""text-davinci-002"", ""choices"": [{""text"": ""\n\nImpolite"", ""index"": 0, ""logprobs"": {""tokens"": [""\n"", ""\n"", ""Imp"", ""ol"", ""ite"", ""<|endoftext|>"", ""Q"", "":""], ""token_logprobs"": [-0.48835135, -0.011008574, -0.15316214, -2.0815281e-05, -7.224551e-06, -0.022220047, -2.3591628, -1.1873685e-05], ""top_logprobs"": [{""\n"": -0.48835135, "" Imp"": -1.2808013, ""Imp"": -3.1141438, "" imp"": -3.4226465, "" Pol"": -4.876537}, {""\n"": -0.011008574, ""Imp"": -4.5798645, ""This"": -8.792103, "" Imp"": -9.110495, ""The"": -9.339814}, {""Imp"": -0.15316214, ""This"": -2.4389412, ""The"": -3.5324457, ""imp"": -4.172961, ""Pol"": -5.713024}, {""ol"": -2.0815281e-05, ""<|endoftext|>"": -11.261336, ""olit"": -11.990777, ""o"": -14.0815735, "" polite"": -15.653957}, {""ite"": -7.224551e-06, ""<|endoftext|>"": -11.8338175, ""ites"": -18.001667, ""ited"": -18.316175, ""itely"": -18.359703}, {""<|endoftext|>"": -0.022220047, ""."": -3.8333344, "":"": -10.045632, ""\n"": -10.131928, "" -"": -10.931819}, {""Q"": -2.3591628, ""#"": -2.5550284, ""\n"": -2.6970568, ""\"""": -3.706905, ""The"": -3.8097112}, {"":"": -1.1873685e-05, ""."": -12.840436, "" :"": -14.283986, ""code"": -14.803418, ""1"": -14.80409}], ""text_offset"": [136, 137, 138, 141, 143, 146, 146, 146]}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 40, ""completion_tokens"": 5, ""total_tokens"": 45}}"
81,"@kevskiezzz But dw, only 2 days of you bullying me than you're going chiefly. BYE KEVIN! gonna miss you at some point.",Impolite,"{""id"": ""cmpl-68YpMZ6BBXoAXK199RSbRefvwa5W0"", ""object"": ""text_completion"", ""created"": 1667498520, ""model"": ""text-davinci-002"", ""choices"": [{""text"": ""\n\nImpolite"", ""index"": 0, ""logprobs"": {""tokens"": [""\n"", ""\n"", ""Imp"", ""ol"", ""ite"", ""<|endoftext|>"", ""Q"", "":""], ""token_logprobs"": [-0.61275506, -0.0072634327, -0.42567736, -1.5214344e-05, -2.5464416e-05, -0.007089457, -2.129008, -1.022884e-06], ""top_logprobs"": [{""\n"": -0.61275506, "" Imp"": -1.514788, "" Pol"": -1.7685863, "" imp"": -3.8524952, ""Imp"": -4.247263}, {""\n"": -0.0072634327, ""Imp"": -5.230913, ""Pol"": -7.2282414, ""The"": -7.5563245, "" Pol"": -8.755978}, {""Imp"": -0.42567736, ""The"": -1.4650136, ""Pol"": -2.9770982, ""This"": -3.3248937, ""imp"": -4.5895424}, {""ol"": -1.5214344e-05, ""<|endoftext|>"": -11.222174, ""olit"": -13.481742, ""o"": -14.915535, "" ol"": -17.245281}, {""ite"": -2.5464416e-05, ""<|endoftext|>"": -10.584753, ""ites"": -16.116121, ""itely"": -17.130262, ""ITE"": -17.437365}, {""<|endoftext|>"": -0.007089457, ""."": -4.9698205, ""\n"": -10.850776, "":"": -11.627198, "" ("": -12.03509}, {""Q"": -2.129008, ""\n"": -2.4708636, ""#"": -2.6136196, ""\"""": -3.751169, ""\n\n"": -3.9532163}, {"":"": -1.022884e-06, ""."": -15.8706455, "" :"": -16.329746, "":'"": -16.60374, "":\\"": -16.78275}], ""text_offset"": [196, 197, 198, 201, 203, 206, 206, 206]}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 60, ""completion_tokens"": 5, ""total_tokens"": 65}}"
82,Dear #neighbors. Please shut up! We are trying to #study here. Thank you. #loud,Impolite,"{""id"": ""cmpl-68YpZLR1Cx1kWxZQGkLBTeVf0kHgi"", ""object"": ""text_completion"", ""created"": 1667498533, ""model"": ""text-davinci-002"", ""choices"": [{""text"": ""\n\nImpolite"", ""index"": 0, ""logprobs"": {""tokens"": [""\n"", ""\n"", ""Imp"", ""ol"", ""ite"", ""<|endoftext|>"", ""Q"", "":""], ""token_logprobs"": [-0.5229436, -0.007659406, -0.3862072, -1.1991961e-05, -6.3900848e-06, -0.014818456, -2.086321, -1.0204763e-05], ""top_logprobs"": [{""\n"": -0.5229436, "" Pol"": -2.1937819, ""Imp"": -4.4256105, "" imp"": -4.27448, "" Imp"": -1.4136077}, {""\n"": -0.007659406, "" Pol"": -8.897241, ""Imp"": -5.11283, ""The"": -7.6529503, ""Pol"": -7.5207267}, {""imp"": -5.203286, ""This"": -2.7864182, ""Imp"": -0.3862072, ""The"": -1.7894884, ""Pol"": -2.7244709}, {"" polite"": -15.911444, ""ol"": -1.1991961e-05, ""<|endoftext|>"": -11.654018, ""olit"": -12.835682, ""o"": -14.635303}, {""ITE"": -18.3914, ""ites"": -18.053425, ""itely"": -17.871855, ""<|endoftext|>"": -11.960246, ""ite"": -6.3900848e-06}, {""."": -4.2324824, ""\n"": -10.268824, "":"": -10.816166, "" ("": -11.617276, ""<|endoftext|>"": -0.014818456}, {""\"""": -3.4186234, ""\n"": -2.4442008, ""#"": -2.2886527, ""The"": -3.8801236, ""Q"": -2.086321}, {""+"": -14.494482, "" :"": -14.695423, ""."": -13.05555, "":"": -1.0204763e-05, ""code"": -14.533726}], ""text_offset"": [157, 158, 159, 162, 164, 167, 167, 167]}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 48, ""completion_tokens"": 5, ""total_tokens"": 53}}"
83,@swatatat pls don mind me using ur tweets repeatedly..me bored like hell with travel from last 7hrs..!!,Impolite,"{""id"": ""cmpl-68YpZDFvF7AJ5KThlRCXmXy6QSym7"", ""object"": ""text_completion"", ""created"": 1667498533, ""model"": ""text-davinci-002"", ""choices"": [{""text"": ""\n\nImpolite"", ""index"": 0, ""logprobs"": {""tokens"": [""\n"", ""\n"", ""Imp"", ""ol"", ""ite"", ""<|endoftext|>"", ""Q"", "":""], ""token_logprobs"": [-0.5569059, -0.0039722747, -0.26948473, -1.2351458e-05, -1.9765537e-06, -0.008822824, -2.0177944, -5.460492e-07], ""top_logprobs"": [{""\n"": -0.5569059, "" Pol"": -3.3299732, ""Imp"": -3.5746024, "" imp"": -3.658501, "" Imp"": -1.1689407}, {""This"": -9.777477, ""\n"": -0.0039722747, ""Imp"": -5.6441393, ""The"": -9.345195, ""Pol"": -9.4112}, {""imp"": -4.884451, ""This"": -2.824914, ""Imp"": -0.26948473, ""The"": -1.9131557, ""Pol"": -4.5004625}, {"" polite"": -17.109053, ""ol"": -1.2351458e-05, ""<|endoftext|>"": -11.5568, ""olit"": -12.95073, ""o"": -14.962552}, {""ITE"": -18.531982, ""ites"": -18.147577, ""itely"": -18.591738, ""<|endoftext|>"": -13.129783, ""ite"": -1.9765537e-06}, {""."": -4.7537527, ""\n"": -11.166467, "":"": -10.833162, ""<|endoftext|>"": -0.008822824, "" -"": -11.504353}, {""\"""": -3.834511, ""\n"": -2.4811711, ""#"": -2.6179419, ""Q"": -2.0177944, ""\n\n"": -3.8994298}, {"" :"": -16.801348, ""."": -16.7332, "":"": -5.460492e-07, "":'"": -16.97628, "":\\"": -17.005028}], ""text_offset"": [181, 182, 183, 186, 188, 191, 191, 191]}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 52, ""completion_tokens"": 5, ""total_tokens"": 57}}"
84,"@SteveBakerHW When it comes to CREDIBLE scare stories George Osbourne is crap, still at it I see.",Impolite,"{""id"": ""cmpl-68Ypk73SGFbcfAxzA89mS9lYxJXqz"", ""object"": ""text_completion"", ""created"": 1667498544, ""model"": ""text-davinci-002"", ""choices"": [{""text"": ""\n\nImpolite"", ""index"": 0, ""logprobs"": {""tokens"": [""\n"", ""\n"", ""Imp"", ""ol"", ""ite"", ""<|endoftext|>"", ""Q"", "":""], ""token_logprobs"": [-0.60211754, -0.022035407, -0.18378025, -1.6642034e-05, -1.0444119e-05, -0.04451591, -2.269825, -2.1768952e-05], ""top_logprobs"": [{""\n"": -0.60211754, "" Pol"": -4.414586, ""Imp"": -3.4240549, "" imp"": -4.381206, "" Imp"": -0.9691039}, {""imp"": -8.698457, ""\n"": -0.022035407, ""Imp"": -3.877856, ""The"": -8.70609, "" Imp"": -8.509793}, {""imp"": -4.310647, ""This"": -2.8420053, ""Imp"": -0.18378025, ""The"": -2.4912477, ""Pol"": -5.35842}, {"" ol"": -16.381567, ""ol"": -1.6642034e-05, ""<|endoftext|>"": -11.350305, ""olit"": -12.385168, ""o"": -14.564057}, {""ITE"": -18.243744, ""ites"": -17.024113, ""itely"": -18.112497, ""<|endoftext|>"": -11.471179, ""ite"": -1.0444119e-05}, {""."": -3.1398811, ""\n"": -10.172793, "":"": -10.686216, ""<|endoftext|>"": -0.04451591, "" -"": -11.417035}, {""\"""": -3.5710523, ""\n"": -2.6643872, ""#"": -2.9894063, ""The"": -3.6065774, ""Q"": -2.269825}, {""+"": -13.863199, "" :"": -14.111116, ""."": -11.89871, "":"": -2.1768952e-05, "";"": -14.129276}], ""text_offset"": [175, 176, 177, 180, 182, 185, 185, 185]}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 51, ""completion_tokens"": 5, ""total_tokens"": 56}}"
85,So... you want to implement an exclusive decision tree without using if/elif? Why???,Impolite,"{""id"": ""cmpl-68YpzfUN05QkCdYT9MUjyotY0KRC3"", ""object"": ""text_completion"", ""created"": 1667498559, ""model"": ""text-davinci-002"", ""choices"": [{""text"": ""\n\nImpolite"", ""index"": 0, ""logprobs"": {""tokens"": [""\n"", ""\n"", ""Imp"", ""ol"", ""ite"", ""<|endoftext|>"", ""Q"", "":""], ""token_logprobs"": [-0.30065027, -0.010833823, -0.18995157, -1.0444119e-05, -1.3823812e-06, -0.008291271, -1.5389589, -1.8841804e-07], ""top_logprobs"": [{""\n"": -0.30065027, "" Pol"": -2.4296825, ""Imp"": -4.4333053, "" imp"": -5.2540097, "" Imp"": -1.9692544}, {""\n"": -0.010833823, "" Pol"": -9.417222, ""Imp"": -4.666172, ""The"": -9.383985, ""Pol"": -7.1200504}, {""imp"": -5.20058, ""This"": -3.4738317, ""Imp"": -0.18995157, ""The"": -2.7954795, ""Pol"": -2.829986}, {"" ol"": -16.579424, ""ol"": -1.0444119e-05, ""<|endoftext|>"": -11.974066, ""olit"": -12.761297, ""o"": -13.795802}, {""ITE"": -19.65226, ""itic"": -19.706442, ""ites"": -19.726446, ""<|endoftext|>"": -13.436372, ""ite"": -1.3823812e-06}, {"","": -11.95733, ""."": -4.8142323, "":"": -10.667187, ""<|endoftext|>"": -0.008291271, "" -"": -11.67613}, {""\"""": -3.938842, ""\n"": -2.3249884, ""#"": -2.407229, ""Q"": -1.5389589, ""\\"": -3.911216}, {"" :"": -16.944504, ""."": -17.381956, "":"": -1.8841804e-07, "":'"": -17.270813, "":\\"": -16.766932}], ""text_offset"": [162, 163, 164, 167, 169, 172, 172, 172]}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 43, ""completion_tokens"": 5, ""total_tokens"": 48}}"
86,@Uber very disappointing that support has not responded to my email!! #bad #uber #service,Impolite,"{""id"": ""cmpl-68YqERylSll3pAqHzNeaQGadFejiz"", ""object"": ""text_completion"", ""created"": 1667498574, ""model"": ""text-davinci-002"", ""choices"": [{""text"": ""\n\nImpolite"", ""index"": 0, ""logprobs"": {""tokens"": [""\n"", ""\n"", ""Imp"", ""ol"", ""ite"", ""<|endoftext|>"", ""#"", ""include""], ""token_logprobs"": [-0.70886177, -0.008067723, -0.2089295, -2.4390605e-05, -2.6538237e-05, -0.008250884, -2.1122286, -1.0011563], ""top_logprobs"": [{""\n"": -0.70886177, "" Imp"": -0.8222231, "" Pol"": -3.749594, ""Imp"": -3.7521422, "" imp"": -4.807076}, {""\n"": -0.008067723, ""Imp"": -4.8719935, ""The"": -9.257631, "" Imp"": -9.688259, ""Pol"": -9.948794}, {""Imp"": -0.2089295, ""The"": -2.1976562, ""This"": -2.8731635, ""imp"": -4.877046, ""Pol"": -4.8944373}, {""ol"": -2.4390605e-05, ""<|endoftext|>"": -11.015942, ""olit"": -12.023065, ""o"": -13.675853, "" polite"": -15.899975}, {""ite"": -2.6538237e-05, ""<|endoftext|>"": -10.545532, ""itic"": -16.92635, ""itive"": -17.320244, ""itely"": -17.349094}, {""<|endoftext|>"": -0.008250884, ""."": -4.819753, "":"": -10.832591, ""\n"": -11.334317, "" #"": -11.560548}, {""\"""": -3.8709164, ""\n"": -2.4891992, ""#"": -2.1122286, ""Q"": -2.3702404, ""\n\n"": -3.9016888}, {""pr"": -3.456143, ""include"": -1.0011563, ""if"": -2.6022663, ""!/"": -1.7957088, "" -"": -3.488017}], ""text_offset"": [167, 168, 169, 172, 174, 177, 177, 177]}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 43, ""completion_tokens"": 5, ""total_tokens"": 48}}"
