stim_id,gpt3 ppl
62,"{""id"": ""cmpl-64wmvnvn2uVCtrTOIJodFKV2xRtaT"", ""object"": ""text_completion"", ""created"": 1666637313, ""model"": ""text-davinci-002"", ""choices"": [{""text"": ""Hi - how's it going?\u00a0 Do you need more time?"", ""index"": 0, ""logprobs"": {""tokens"": [""Hi"", "" -"", "" how"", ""'s"", "" it"", "" going"", ""?"", ""\u00a0"", "" Do"", "" you"", "" need"", "" more"", "" time"", ""?""], ""token_logprobs"": [null, -5.9150076, -6.0153046, -3.8492405, -0.48426703, -0.034299742, -0.086706474, -12.547111, -9.397756, -0.011405919, -2.9119763, -5.381572, -2.7786582, -1.6243955], ""top_logprobs"": [null, {"","": -1.1783887}, {"" I"": -0.9992661}, {"" can"": -1.3373494}, {"" it"": -0.48426703}, {"" going"": -0.034299742}, {""?"": -0.086706474}, {""\n"": -0.15682948}, {""\n"": -0.0426009}, {"" you"": -0.011405919}, {"" want"": -1.226255}, {"" any"": -0.87974566}, {"" help"": -0.63326484}, {"" to"": -1.0799208}], ""text_offset"": [0, 2, 4, 8, 10, 13, 19, 20, 21, 24, 28, 33, 38, 43]}, ""finish_reason"": ""length""}], ""usage"": {""prompt_tokens"": 14, ""total_tokens"": 14}}"
63,"{""id"": ""cmpl-64wmyibsyCUF75GgGuNVbNO7KJICh"", ""object"": ""text_completion"", ""created"": 1666637316, ""model"": ""text-davinci-002"", ""choices"": [{""text"": ""I am really flattered and happy to hear those complements for my blog! You guys motivates me to write more for my blog. Thank you! sml"", ""index"": 0, ""logprobs"": {""tokens"": [""I"", "" am"", "" really"", "" flat"", ""tered"", "" and"", "" happy"", "" to"", "" hear"", "" those"", "" comple"", ""ments"", "" for"", "" my"", "" blog"", ""!"", "" You"", "" guys"", "" motiv"", ""ates"", "" me"", "" to"", "" write"", "" more"", "" for"", "" my"", "" blog"", ""."", "" Thank"", "" you"", ""!"", "" sm"", ""l""], ""token_logprobs"": [null, -2.766506, -5.4374256, -8.720813, -0.0010159514, -2.8750827, -4.0345254, -1.3992624, -2.390175, -6.0576344, -9.835554, -0.0010123714, -5.8883276, -0.6904068, -3.3370507, -3.0223188, -4.1397367, -1.9184325, -8.55547, -0.1072567, -0.02155276, -0.32455602, -1.6030136, -0.27972806, -4.9229755, -1.5675951, -0.118460074, -1.1798931, -2.0630906, -0.04297211, -1.4598637, -13.691813, -5.7575974], ""top_logprobs"": [null, {""'m"": -1.5294785}, {"" a"": -2.3422384}, {"" sorry"": -1.9017677}, {""tered"": -0.0010159514}, {"" that"": -1.2798852}, {"" honored"": -2.0366824}, {"" that"": -0.88714886}, {"" be"": -0.98662895}, {"" that"": -0.45939648}, {"" words"": -1.2127787}, {""ments"": -0.0010123714}, {""."": -1.0117984}, {"" my"": -0.6904068}, {"" work"": -1.1936829}, {""."": -0.6037047}, {"" Thank"": -1.362152}, {"" are"": -1.2914813}, {"" are"": -0.51112336}, {""ates"": -0.1072567}, {"" me"": -0.02155276}, {"" to"": -0.32455602}, {"" keep"": -1.1872383}, {"" more"": -0.27972806}, {"" and"": -1.267522}, {"" you"": -1.1183419}, {"" blog"": -0.118460074}, {""."": -1.1798931}, {""\n"": -1.5430233}, {"" you"": -0.04297211}, {"" so"": -0.97559834}, {""\n"": -0.6272933}, {""o"": -0.91455734}], ""text_offset"": [0, 1, 4, 11, 16, 21, 25, 31, 34, 39, 45, 52, 57, 61, 64, 69, 70, 74, 79, 85, 89, 92, 95, 101, 106, 110, 113, 118, 119, 125, 129, 130, 133]}, ""finish_reason"": ""length""}], ""usage"": {""prompt_tokens"": 33, ""total_tokens"": 33}}"
64,"{""id"": ""cmpl-64wmztJ18Dwwu6cZggiUmeGLaOG9k"", ""object"": ""text_completion"", ""created"": 1666637317, ""model"": ""text-davinci-002"", ""choices"": [{""text"": ""Hey, I found <url> and at around 1:10, I think I can see the Backstreet Boys holding platinum discs (or double platinum, I'm not sure) for Backstreet's Back and Millennium. Can you please verify and is it possible to use this as a source for adding South African certifications?"", ""index"": 0, ""logprobs"": {""tokens"": [""Hey"", "","", "" I"", "" found"", "" <"", ""url"", "">"", "" and"", "" at"", "" around"", "" 1"", "":"", ""10"", "","", "" I"", "" think"", "" I"", "" can"", "" see"", "" the"", "" Back"", ""street"", "" Boys"", "" holding"", "" platinum"", "" discs"", "" ("", ""or"", "" double"", "" platinum"", "","", "" I"", ""'m"", "" not"", "" sure"", "")"", "" for"", "" Back"", ""street"", ""'s"", "" Back"", "" and"", "" Millennium"", ""."", "" Can"", "" you"", "" please"", "" verify"", "" and"", "" is"", "" it"", "" possible"", "" to"", "" use"", "" this"", "" as"", "" a"", "" source"", "" for"", "" adding"", "" South"", "" African"", "" cert"", ""ifications"", ""?""], ""token_logprobs"": [null, -0.49052408, -2.4411414, -4.7432795, -9.06097, -7.015127, -0.34952748, -2.9222078, -9.332834, -7.201094, -3.59707, -0.31735572, -2.8611646, -2.0573812, -2.4861305, -2.0386033, -1.7969038, -2.1967373, -1.0558649, -2.2226968, -9.815791, -3.6910532, -0.06782766, -7.3219953, -12.987394, -1.9878205, -4.0332236, -2.4309683, -9.202872, -0.9938084, -2.2684479, -1.1218824, -1.2762631, -0.051103815, -0.15867682, -1.2568852, -1.1547186, -4.5432596, -0.16026382, -0.30707553, -0.040522937, -1.9442294, -0.4242848, -0.5859023, -2.4562051, -0.73659396, -3.1507876, -3.0277505, -2.692857, -9.152157, -1.4010481, -0.6652221, -0.14047408, -6.1670246, -1.032495, -1.8745667, -0.6171418, -0.73569036, -1.4372011, -4.819821, -11.725226, -1.231305, -0.89346445, -0.00063655345, -1.0636312], ""top_logprobs"": [null, {"","": -0.49052408}, {"" I"": -2.4411414}, {""'m"": -1.9650877}, {"" a"": -1.1413836}, {""code"": -1.427836}, {"">"": -0.34952748}, {""\n"": -2.0527275}, {"" I"": -1.3127829}, {"" the"": -0.9919938}, {"" <"": -0.885146}, {"":"": -0.31735572}, {""30"": -2.1867673}, {"":"": -1.739718}, {"" it"": -1.7285109}, {"" think"": -2.0386033}, {"" I"": -1.7969038}, {"" saw"": -1.4232303}, {"" hear"": -0.59852475}, {"" a"": -1.1928381}, {"" <"": -3.0001755}, {"" to"": -0.5928935}, {"" Boys"": -0.06782766}, {"" in"": -1.6712674}, {"" hands"": -0.72549576}, {"" records"": -0.83184516}, {""."": -1.4928734}, {""or"": -2.4309683}, {"" something"": -1.0261602}, {"" platinum"": -0.9938084}, {"" discs"": -0.6299306}, {"" I"": -1.1218824}, {"" can"": -0.93854797}, {"" not"": -0.051103815}, {"" sure"": -0.15867682}, {"")."": -1.1947838}, {"" for"": -1.1547186}, {"" their"": -1.6529523}, {""street"": -0.16026382}, {""'s"": -0.30707553}, {"" Back"": -0.040522937}, {""."": -1.0251532}, {"" Millennium"": -0.4242848}, {""."": -0.5859023}, {""\n"": -1.5839773}, {"" you"": -0.73659396}, {"" confirm"": -1.2944765}, {"" check"": -1.4394386}, {""?"": -1.2830373}, {"" add"": -0.990537}, {"" this"": -1.0162661}, {"" possible"": -0.6652221}, {"" to"": -0.14047408}, {"" add"": -1.4470701}, {"" this"": -1.032495}, {"" image"": -1.7648234}, {"" a"": -0.6171418}, {"" source"": -0.73569036}, {""?"": -0.64179105}, {"" the"": -0.4316259}, {"" these"": -1.2625678}, {"" Africa"": -0.87699205}, {"" cert"": -0.89346445}, {""ifications"": -0.00063655345}, {""?"": -1.0636312}], ""text_offset"": [0, 3, 4, 6, 12, 14, 17, 18, 22, 25, 32, 34, 35, 37, 38, 40, 46, 48, 52, 56, 60, 65, 71, 76, 84, 93, 99, 101, 103, 110, 119, 120, 122, 124, 128, 133, 134, 138, 143, 149, 151, 156, 160, 171, 172, 176, 180, 187, 194, 198, 201, 204, 213, 216, 220, 225, 228, 230, 237, 241, 248, 254, 262, 267, 277]}, ""finish_reason"": ""length""}], ""usage"": {""prompt_tokens"": 65, ""total_tokens"": 65}}"
65,"{""id"": ""cmpl-64wn1kBL5e2X4RZWqQJ1LVZAkOHGx"", ""object"": ""text_completion"", ""created"": 1666637319, ""model"": ""text-davinci-002"", ""choices"": [{""text"": ""Thank you for your kind comment. \u00a0 Do you have a suggestion where the portals should be placed in the article?"", ""index"": 0, ""logprobs"": {""tokens"": [""Thank"", "" you"", "" for"", "" your"", "" kind"", "" comment"", ""."", "" \u00a0"", "" Do"", "" you"", "" have"", "" a"", "" suggestion"", "" where"", "" the"", "" portals"", "" should"", "" be"", "" placed"", "" in"", "" the"", "" article"", ""?""], ""token_logprobs"": [null, -0.08082742, -0.95805293, -0.93317115, -4.217052, -5.276886, -0.9923984, -14.300689, -7.122125, -0.3846509, -1.0808663, -1.3978307, -3.5988984, -4.4381604, -3.8574038, -13.0529375, -0.7480775, -0.53070843, -1.3948001, -3.393175, -0.8490531, -3.0156639, -0.10171477], ""top_logprobs"": [null, {"" you"": -0.08082742}, {"" for"": -0.95805293}, {"" your"": -0.93317115}, {"" time"": -2.496281}, {"" words"": -1.8587588}, {""."": -0.9923984}, {"" I"": -1.6321418}, {""\n"": -1.0040485}, {"" you"": -0.3846509}, {"" have"": -1.0808663}, {"" any"": -0.5298032}, {"" favorite"": -2.2764294}, {"" for"": -0.7840287}, {"" I"": -0.3915021}, {"" article"": -3.1401343}, {"" should"": -0.7480775}, {"" be"": -0.53070843}, {"" located"": -1.0259904}, {""?"": -0.21326542}, {"" the"": -0.8490531}, {"" game"": -2.2912593}, {""?"": -0.10171477}], ""text_offset"": [0, 5, 9, 13, 18, 23, 31, 32, 34, 37, 41, 46, 48, 59, 65, 69, 77, 84, 87, 94, 97, 101, 109]}, ""finish_reason"": ""length""}], ""usage"": {""prompt_tokens"": 23, ""total_tokens"": 23}}"
66,"{""id"": ""cmpl-64wn10K4hXrpn7WQRUXHlTgCtEFPE"", ""object"": ""text_completion"", ""created"": 1666637319, ""model"": ""text-davinci-002"", ""choices"": [{""text"": ""@Colin Fine: I think it's a good example, especially for the use case described. Could you please add your comment as an answer?"", ""index"": 0, ""logprobs"": {""tokens"": [""@"", ""Col"", ""in"", "" Fine"", "":"", "" I"", "" think"", "" it"", ""'s"", "" a"", "" good"", "" example"", "","", "" especially"", "" for"", "" the"", "" use"", "" case"", "" described"", ""."", "" Could"", "" you"", "" please"", "" add"", "" your"", "" comment"", "" as"", "" an"", "" answer"", ""?""], ""token_logprobs"": [null, -8.741585, -6.4488893, -10.165036, -2.042883, -2.2724216, -1.9460777, -2.0575798, -0.6965702, -1.5053964, -1.9309299, -5.620973, -2.8691192, -5.270305, -2.071121, -1.8663931, -5.416509, -2.2009592, -5.1691656, -1.6789608, -6.74156, -0.79513115, -2.06664, -1.8534807, -3.078846, -3.20414, -1.8629342, -0.45936033, -0.13384299, -0.9448755], ""top_logprobs"": [null, {""Override"": -1.8470623}, {""("": -1.1166824}, {""\n"": -2.6508934}, {""\n"": -1.4457115}, {"" I"": -2.2724216}, {"" think"": -1.9460777}, {"" that"": -1.7493675}, {""'s"": -0.6965702}, {"" a"": -1.5053964}, {"" good"": -1.9309299}, {"" idea"": -0.48296565}, {"" of"": -0.29162958}, {"" but"": -1.5472127}, {"" since"": -1.9807508}, {"" the"": -1.8663931}, {"" fact"": -3.04694}, {"" of"": -0.25326258}, {"" of"": -1.0742034}, {"" in"": -1.1344565}, {""\n"": -1.2252324}, {"" you"": -0.79513115}, {"" add"": -1.8146306}, {"" add"": -1.8534807}, {"" a"": -1.1886268}, {"" name"": -1.7170503}, {"" to"": -0.64792556}, {"" an"": -0.45936033}, {"" answer"": -0.13384299}, {""?"": -0.9448755}], ""text_offset"": [0, 1, 4, 6, 11, 12, 14, 20, 23, 25, 27, 32, 40, 41, 52, 56, 60, 64, 69, 79, 80, 86, 90, 97, 101, 106, 114, 117, 120, 127]}, ""finish_reason"": ""length""}], ""usage"": {""prompt_tokens"": 30, ""total_tokens"": 30}}"
67,"{""id"": ""cmpl-64wn1MAFBDkaoCyFXZpxTho1CxBVZ"", ""object"": ""text_completion"", ""created"": 1666637319, ""model"": ""text-davinci-002"", ""choices"": [{""text"": ""@mtailor 20% Better Than a Tailor? Least a tailor would know #navy vs. #blue. $500 and 4 weeks for an #innacurate suit?"", ""index"": 0, ""logprobs"": {""tokens"": [""@"", ""m"", ""tail"", ""or"", "" 20"", ""%"", "" Better"", "" Than"", "" a"", "" Tail"", ""or"", ""?"", "" Le"", ""ast"", "" a"", "" tailor"", "" would"", "" know"", "" #"", ""n"", ""avy"", "" vs"", ""."", "" #"", ""blue"", ""."", "" $"", ""500"", "" and"", "" 4"", "" weeks"", "" for"", "" an"", "" #"", ""inn"", ""ac"", ""urate"", "" suit"", ""?""], ""token_logprobs"": [null, -5.667593, -9.409251, -0.9391442, -12.14204, -1.4356015, -10.331282, -4.1346235, -4.6294136, -2.480861, -0.04199265, -5.1257434, -9.401307, -1.8522482, -5.45373, -5.4439063, -3.3632088, -3.448851, -8.510779, -4.661265, -4.090493, -6.557155, -1.4432598, -0.06493491, -2.3515048, -2.047618, -4.9304247, -4.020016, -4.64418, -4.0906134, -0.8073511, -1.5679516, -3.2132924, -3.0554578, -9.518717, -0.4647569, -0.058763184, -2.6165602, -1.4721586], ""top_logprobs"": [null, {""Override"": -1.8470038}, {""ock"": -3.2754135}, {""or"": -0.9391442}, {""."": -0.08175806}, {""%"": -1.4356015}, {"" off"": -0.67680055}, {"" Fit"": -0.55933756}, {"" Custom"": -1.7013719}, {"" Custom"": -0.83270377}, {""or"": -0.04199265}, {""\n"": -1.9467639}, {""\n"": -1.5960816}, {"" T"": -1.1636925}, {"" that"": -2.5111997}, {"" Tail"": -1.8975284}, {"" can"": -1.5948187}, {"" make"": -2.3777044}, {"" how"": -0.6437799}, {""mens"": -3.1287622}, {""of"": -0.7875902}, {"" #"": -1.5947071}, {"" #"": -0.34335968}, {"" #"": -0.06493491}, {""black"": -0.63312477}, {""."": -2.047618}, {"" @"": -2.1356883}, {""200"": -2.9768503}, {"" for"": -1.6635771}, {"" a"": -2.512378}, {"" weeks"": -0.8073511}, {"" later"": -1.457208}, {"" a"": -0.7485747}, {"" ill"": -0.64153284}, {""off"": -1.6998152}, {""ac"": -0.4647569}, {""urate"": -0.058763184}, {"" #"": -1.4429576}, {""."": -0.85885924}], ""text_offset"": [0, 1, 2, 6, 8, 11, 12, 19, 24, 26, 31, 33, 34, 37, 40, 42, 49, 55, 60, 62, 63, 66, 69, 70, 72, 76, 77, 79, 82, 86, 88, 94, 98, 101, 103, 106, 108, 113, 118]}, ""finish_reason"": ""length""}], ""usage"": {""prompt_tokens"": 39, ""total_tokens"": 39}}"
68,"{""id"": ""cmpl-64wn11kdgxhL7jddROGk6K4TUnpeF"", ""object"": ""text_completion"", ""created"": 1666637319, ""model"": ""text-davinci-002"", ""choices"": [{""text"": ""-1: For not specifying what is to be done later with the data. If you claim the question is open-ended (interview and all) then why accept an answer?"", ""index"": 0, ""logprobs"": {""tokens"": [""-"", ""1"", "":"", "" For"", "" not"", "" specifying"", "" what"", "" is"", "" to"", "" be"", "" done"", "" later"", "" with"", "" the"", "" data"", ""."", "" If"", "" you"", "" claim"", "" the"", "" question"", "" is"", "" open"", ""-"", ""ended"", "" ("", ""inter"", ""view"", "" and"", "" all"", "")"", "" then"", "" why"", "" accept"", "" an"", "" answer"", ""?""], ""token_logprobs"": [null, -4.101582, -4.188195, -7.8611484, -7.991813, -6.6222944, -5.753047, -2.9482374, -2.6860232, -0.10823021, -1.1087352, -8.813718, -5.2166014, -0.4603386, -3.263026, -1.6697209, -4.5199356, -1.2776922, -9.075232, -3.0279346, -8.106441, -0.4507886, -4.062072, -0.96664906, -0.0031288534, -4.2434144, -9.170022, -0.23704104, -6.00797, -4.9965878, -1.4696316, -0.92170316, -2.2489488, -10.058408, -3.3048139, -0.20045912, -2.3749468], ""top_logprobs"": [null, {""2"": -4.0728755}, {""]"": -2.5363111}, {""\n"": -1.9950601}, {"" the"": -2.3518384}, {"" being"": -2.8218277}, {"" the"": -1.4047499}, {"" you"": -2.146526}, {"" the"": -1.8550562}, {"" be"": -0.10823021}, {"" done"": -1.1087352}, {""."": -1.8790344}, {""."": -1.333188}, {"" the"": -0.4603386}, {"" data"": -3.263026}, {""\n"": -1.6236252}, {""\n"": -0.5705882}, {"" you"": -1.2776922}, {"" want"": -1.8288306}, {"" that"": -0.9807975}, {"" data"": -0.5310343}, {"" is"": -0.4507886}, {"" not"": -2.097757}, {""-"": -0.96664906}, {""ended"": -0.0031288534}, {"","": -0.43541154}, {""which"": -1.9088918}, {""view"": -0.23704104}, {"" question"": -1.526048}, {"" observation"": -2.1613123}, {""),"": -0.8980965}, {"" then"": -0.92170316}, {"" you"": -1.2947835}, {"" are"": -1.5108185}, {"" the"": -1.389002}, {"" answer"": -0.20045912}, {"" that"": -0.9122911}], ""text_offset"": [0, 1, 2, 3, 7, 11, 22, 27, 30, 33, 36, 41, 47, 52, 56, 61, 62, 65, 69, 75, 79, 88, 91, 96, 97, 102, 104, 109, 113, 117, 121, 122, 127, 131, 138, 141, 148]}, ""finish_reason"": ""length""}], ""usage"": {""prompt_tokens"": 37, ""total_tokens"": 37}}"
69,"{""id"": ""cmpl-64wn1BNLMmvfZDQ14RaYccaKuJzOv"", ""object"": ""text_completion"", ""created"": 1666637319, ""model"": ""text-davinci-002"", ""choices"": [{""text"": ""@Ginoceno Great prediction bro! Nice optimism #FAKEFAN"", ""index"": 0, ""logprobs"": {""tokens"": [""@"", ""G"", ""in"", ""oc"", ""eno"", "" Great"", "" prediction"", "" bro"", ""!"", "" Nice"", "" optimism"", "" #"", ""FA"", ""KE"", ""F"", ""AN""], ""token_logprobs"": [null, -7.583515, -6.89153, -6.1933274, -10.0729685, -8.910073, -11.102569, -7.087794, -1.7791443, -5.5526056, -12.363632, -7.5592747, -9.676344, -3.3016388, -3.1450813, -0.9512953], ""top_logprobs"": [null, {""Override"": -1.8468026}, {""mail"": -1.1291509}, {""na"": -2.9555383}, {""chi"": -0.9946754}, {""\n"": -1.7669282}, {"" article"": -2.4321582}, {""!"": -1.487554}, {"","": -1.4960185}, {""\n"": -1.7392792}, {"" to"": -1.8005961}, {""!"": -1.0850459}, {""T"": -3.5133142}, {""KEN"": -0.9627625}, {""OUT"": -2.1680286}, {""AN"": -0.9512953}], ""text_offset"": [0, 1, 2, 4, 6, 9, 15, 26, 30, 31, 36, 45, 47, 49, 51, 52]}, ""finish_reason"": ""length""}], ""usage"": {""prompt_tokens"": 16, ""total_tokens"": 16}}"
70,"{""id"": ""cmpl-64wn2VrjWmHdFyvVKx7owQAa7GFpf"", ""object"": ""text_completion"", ""created"": 1666637320, ""model"": ""text-davinci-002"", ""choices"": [{""text"": ""<person>, I find this conversation remarkable given that you have twice opted to edit war over referencing format to the detriment of an article's quality in the last 24 hours on <url>. What gives?"", ""index"": 0, ""logprobs"": {""tokens"": [""<"", ""person"", "">,"", "" I"", "" find"", "" this"", "" conversation"", "" remarkable"", "" given"", "" that"", "" you"", "" have"", "" twice"", "" opted"", "" to"", "" edit"", "" war"", "" over"", "" referencing"", "" format"", "" to"", "" the"", "" detriment"", "" of"", "" an"", "" article"", ""'s"", "" quality"", "" in"", "" the"", "" last"", "" 24"", "" hours"", "" on"", "" <"", ""url"", "">."", "" What"", "" gives"", ""?""], ""token_logprobs"": [null, -10.08716, -6.915493, -4.358854, -6.0141115, -3.3793669, -7.455887, -7.7744927, -7.566579, -1.0906966, -3.7676322, -2.23798, -7.094301, -9.50676, -0.7347301, -6.9301424, -7.079445, -1.7520374, -9.073162, -7.1402907, -4.283586, -2.3312051, -1.937219, -0.017297808, -4.34958, -0.45755094, -2.417603, -1.5700153, -3.9653854, -0.8643746, -1.3658066, -1.9492553, -0.027624765, -5.639633, -5.5800333, -7.367982, -1.5525035, -5.510026, -4.2160625, -0.8125095], ""top_logprobs"": [null, {""div"": -2.2272608}, {"">"": -0.9083911}, {""\n"": -2.1314442}, {""Com"": -1.8048482}, {"" it"": -1.5447675}, {"" a"": -3.0461888}, {"" very"": -2.4216216}, {""."": -0.6690835}, {"" that"": -1.0906966}, {"" I"": -2.1069117}, {"" are"": -1.4290466}, {"" never"": -2.410615}, {"" now"": -2.2384462}, {"" to"": -0.7347301}, {"" use"": -2.7189493}, {"" the"": -1.9641752}, {"" rather"": -1.1149744}, {"" the"": -1.366872}, {"","": -2.1695647}, {"" rather"": -1.5206324}, {"" the"": -2.3312051}, {"" point"": -0.41008317}, {"" of"": -0.017297808}, {"" the"": -0.52033037}, {"" article"": -0.45755094}, {""."": -1.5157328}, {"" quality"": -1.5700153}, {""."": -0.7859499}, {"" the"": -0.8643746}, {"" past"": -1.3027686}, {"" week"": -1.5447209}, {"" hours"": -0.027624765}, {""."": -0.46412483}, {"" the"": -1.4892207}, {""article"": -0.4468257}, {"">"": -1.344181}, {"" I"": -1.621849}, {"" is"": -1.299499}, {"" you"": -0.68983173}], ""text_offset"": [0, 1, 7, 9, 11, 16, 21, 34, 45, 51, 56, 60, 65, 71, 77, 80, 85, 89, 94, 106, 113, 116, 120, 130, 133, 136, 144, 146, 154, 157, 161, 166, 169, 175, 178, 180, 183, 185, 190, 196]}, ""finish_reason"": ""length""}], ""usage"": {""prompt_tokens"": 40, ""total_tokens"": 40}}"
71,"{""id"": ""cmpl-64wn28FoZtdJDfnL4HjxxYcp4UenM"", ""object"": ""text_completion"", ""created"": 1666637320, ""model"": ""text-davinci-002"", ""choices"": [{""text"": ""Am I indeed \""dishonest\"" by responding to you?\u00a0 Is <url>\u00a0 correct?"", ""index"": 0, ""logprobs"": {""tokens"": [""Am"", "" I"", "" indeed"", "" \"""", ""d"", ""ish"", ""onest"", ""\"""", "" by"", "" responding"", "" to"", "" you"", ""?"", ""\u00a0"", "" Is"", "" <"", ""url"", "">"", ""\u00a0"", "" correct"", ""?""], ""token_logprobs"": [null, -2.1842148, -10.7020235, -8.25904, -4.397218, -5.4137278, -0.26992643, -0.5622231, -3.6312459, -8.220903, -0.61168313, -3.2989054, -1.3728632, -10.223847, -4.625645, -10.852515, -10.212147, -1.2373663, -3.5787184, -8.096057, -0.6748949], ""top_logprobs"": [null, {"" I"": -2.1842148}, {"" the"": -2.2128544}, {"" a"": -2.12789}, {""the"": -2.8396044}, {""umb"": -1.3846937}, {""onest"": -0.26992643}, {""\"""": -0.5622231}, {"" for"": -1.3861613}, {"" not"": -2.060981}, {"" to"": -0.61168313}, {"" the"": -1.6895756}, {""?"": -1.3728632}, {""\n"": -1.3329988}, {""\n"": -0.95799375}, {"" it"": -0.69503343}, {""code"": -1.434191}, {"">"": -1.2373663}, {""http"": -2.2489116}, {""\"""": -1.8528327}, {""?"": -0.6748949}], ""text_offset"": [0, 2, 4, 11, 13, 14, 17, 22, 23, 26, 37, 40, 44, 45, 46, 49, 51, 54, 55, 56, 64]}, ""finish_reason"": ""length""}], ""usage"": {""prompt_tokens"": 21, ""total_tokens"": 21}}"
72,"{""id"": ""cmpl-64wn2ZxtWGGGeMeWmRs6ATkbIo7LN"", ""object"": ""text_completion"", ""created"": 1666637320, ""model"": ""text-davinci-002"", ""choices"": [{""text"": ""@Delta.\u00a0 Are you kidding?\u00a0 Delayed from 7:30pm to 11:00 - only to cancel it because the pilot is overtime."", ""index"": 0, ""logprobs"": {""tokens"": [""@"", ""Delta"", ""."", ""\u00a0"", "" Are"", "" you"", "" kidding"", ""?"", ""\u00a0"", "" Del"", ""ayed"", "" from"", "" 7"", "":"", ""30"", ""pm"", "" to"", "" 11"", "":"", ""00"", "" -"", "" only"", "" to"", "" cancel"", "" it"", "" because"", "" the"", "" pilot"", "" is"", "" overtime"", "".""], ""token_logprobs"": [null, -13.668121, -3.0388732, -15.632245, -9.788698, -0.41207725, -5.768335, -1.1507149, -1.0603691, -8.257124, -2.0600228, -5.748961, -4.6791325, -0.76648545, -1.7847759, -2.6459708, -0.48929045, -2.4787605, -0.31458986, -1.9945041, -8.917671, -5.1223307, -1.0333887, -2.18522, -2.3316488, -4.9841647, -1.9482552, -1.3875052, -2.5512516, -10.432283, -0.6528976], ""top_logprobs"": [null, {""Override"": -1.8470038}, {""_"": -2.652402}, {""com"": -0.60287136}, {""\n"": -1.6733471}, {"" you"": -0.41207725}, {"" sure"": -2.5045953}, {"" me"": -0.54800326}, {""\u00a0"": -1.0603691}, {"" I"": -2.0291774}, {""ays"": -1.0406661}, {"" for"": -2.681584}, {"" Atlanta"": -1.4496089}, {"":"": -0.76648545}, {""30"": -1.7847759}, {"" to"": -0.824126}, {"" to"": -0.48929045}, {"" 10"": -1.2124653}, {"":"": -0.31458986}, {""30"": -1.1081325}, {""pm"": -0.07784729}, {"" and"": -2.3909998}, {"" to"": -1.0333887}, {"" be"": -1.1581757}, {""."": -1.6246352}, {""."": -1.5294542}, {"" of"": -1.2827746}, {"" pilot"": -1.3875052}, {"" was"": -1.7169496}, {"" sick"": -1.1700997}, {""."": -0.6528976}], ""text_offset"": [0, 1, 6, 7, 8, 12, 16, 24, 25, 26, 30, 34, 39, 41, 42, 44, 46, 49, 52, 53, 55, 57, 62, 65, 72, 75, 83, 87, 93, 96, 105]}, ""finish_reason"": ""length""}], ""usage"": {""prompt_tokens"": 31, ""total_tokens"": 31}}"
